Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E18944,54436,5597,5204,65237
E18945,136495,33055,3104,172654
E18946,137219,14341,25396,176956
E18947,98884,4126,10306,113316
E18948,55665,6636,1805,64106
E18949,75544,18841,2341,96726
E18950,201991,23317,6814,232122
E18951,102234,23232,880,126346
E18952,99604,5325,8168,113097
E18953,109652,4870,9903,124425
E18954,91229,9752,1685,102666
E18955,115639,21298,6522,143459
E18956,79689,8704,1431,89824
E18957,76002,7975,2239,86216
E18958,151202,17895,11124,180221
E18959,92867,4198,4329,101394
E18960,125394,9711,22018,157123
E18961,104652,17846,2527,125025
E18962,76894,7867,1775,86536
E18963,85552,6253,3485,95290
E18964,169343,24795,17420,211558
E18965,209963,24228,11312,245503
E18966,84106,3352,4187,91645
E18967,149030,12570,11988,173588
E18968,97740,5752,1354,104846
E18969,157983,23201,10304,191488
E18970,153767,12466,26203,192436
E18971,104074,5455,9579,119108
E18972,76493,3338,291,80122
E18973,80402,13617,3730,97749
E18974,158338,24483,28879,211700
E18975,78231,6238,1830,86299
E18976,78615,6662,2348,87625
E18977,200111,48413,4664,253188
E18978,137163,17245,5371,159779
E18979,97045,10021,3808,110874
E18980,76448,11588,2719,90755
E18981,79960,6863,443,87266
E18982,149729,23482,12822,186033
E18983,111602,11656,2968,126226
E18984,78770,3937,984,83691
E18985,170008,9002,12466,191476
E18986,94940,6069,814,101823
E18987,69834,3667,1460,74961
E18988,112236,15039,10111,137386
E18989,90679,9307,9536,109522
E18990,75580,3311,2460,81351
E18991,78065,12576,557,91198
E18992,122549,18709,7302,148560
E18993,79707,16383,1639,97729
E18994,107937,11212,3579,122728
E18995,137509,27373,4892,169774
E18996,64844,7587,874,73305
E18997,274253,39116,16243,329612
E18998,66355,3944,2657,72956
E18999,174758,22980,22947,220685
E19000,110730,12601,5821,129152
E19001,82172,10943,3821,96936
E19002,90938,14921,1826,107685
E19003,73406,3087,3191,79684
E19004,54205,3641,2065,59911
E19005,173112,24824,13587,211523
E19006,96032,16303,838,113173
E19007,163930,35612,3963,203505
E19008,84080,3744,272,88096
E19009,108103,11752,2899,122754
E19010,72680,8579,2312,83571
E19011,157175,24202,15695,197072
E19012,150603,17633,9306,177542
E19013,167376,29921,16714,214011
E19014,152654,17568,23198,193420
E19015,78809,13699,2537,95045
E19016,215925,22514,11538,249977
E19017,158188,5535,10845,174568
E19018,210130,19447,32329,261906
E19019,133059,6839,8297,148195
E19020,79495,9453,3204,92152
E19021,91380,20054,4148,115582
E19022,123962,15130,9917,149009
E19023,97516,5728,2465,105709
E19024,104577,12712,1645,118934
E19025,99993,7364,2604,109961
E19026,139408,23799,9658,172865
E19027,79310,9469,47,88826
E19028,143175,24366,26388,193929
E19029,78867,2833,1456,83156
E19030,87617,3875,840,92332
E19031,119817,14526,2704,137047
E19032,84446,3761,4191,92398
E19033,199044,23617,16074,238735
E19034,144146,12921,17066,174133
E19035,87256,5369,3778,96403
E19036,130840,12534,7391,150765
E19037,90667,3901,13889,108457
E19038,187240,24799,36245,248284
E19039,113804,5495,4019,123318
E19040,142354,4349,12245,158948
E19041,155302,14389,29508,199199
E19042,129647,19354,2823,151824
E19043,88175,13553,8256,109984
E19044,98986,23159,9599,131744
E19045,135759,23422,3712,162893
E19046,126440,5816,7384,139640
E19047,76338,6911,3201,86450
E19048,87188,3204,109,90501
E19049,127343,16086,10744,154173
E19050,112797,13837,5441,132075
E19051,126953,6130,6768,139851
E19052,90496,9027,2909,102432
E19053,165993,18624,15257,199874
E19054,74091,10277,560,84928
E19055,159955,16784,10194,186933
E19056,72768,7245,1620,81633
E19057,86532,7946,9433,103911
E19058,72151,7826,2226,82203
E19059,91282,10001,7125,108408
E19060,128536,5870,16390,150796
E19061,73266,9860,1827,84953
E19062,170226,17919,28005,216150
E19063,205377,36707,22210,264294
E19064,119643,14300,4123,138066
E19065,63900,4621,846,69367
E19066,91474,7916,6714,106104
E19067,87799,18071,868,106738
E19068,57581,5814,254,63649
E19069,89665,5387,12836,107888
E19070,127347,12140,18705,158192
E19071,162496,16700,18972,198168
E19072,63015,6417,1591,71023
E19073,114350,15348,9896,139594
E19074,77331,5085,1309,83725
E19075,70090,14581,3027,87698
E19076,82451,7034,3601,93086
E19077,113435,8838,14384,136657
E19078,93659,4589,78,98326
E19079,97253,10353,4485,112091
E19080,107848,7427,7656,122931
E19081,132328,22076,8228,162632
E19082,74499,3584,2504,80587
E19083,72460,17369,345,90174
E19084,133292,18056,10666,162014
E19085,88751,15036,2720,106507
E19086,142113,25259,21450,188822
E19087,103924,12117,3358,119399
E19088,97547,8113,4072,109732
E19089,69799,9381,1056,80236
E19090,107435,16615,3441,127491
E19091,78617,3463,2225,84305
E19092,149679,6590,9204,165473
E19093,72541,5152,931,78624
E19094,87500,6191,3330,97021
E19095,78555,9897,3061,91513
E19096,122579,12495,9705,144779
E19097,146929,18406,4603,169938
E19098,88301,8761,12588,109650
E19099,90157,12657,5078,107892
E19100,77785,4582,855,83222
E19101,84022,4011,856,88889
E19102,94333,10281,18708,123322
E19103,74120,8930,247,83297
E19104,108478,8955,4034,121467
E19105,174513,14820,32679,222012
E19106,89452,20442,1992,111886
E19107,221579,18985,27087,267651
E19108,201764,22350,35904,260018
E19109,133638,32729,2827,169194
E19110,86607,7032,822,94461
E19111,110031,13399,8484,131914
E19112,66046,3865,1698,71609
E19113,67262,2921,3253,73436
E19114,84632,3964,895,89491
E19115,118298,25658,10757,154713
E19116,94531,4914,4726,104171
E19117,83490,4157,5,87652
E19118,94185,10541,4058,108784
E19119,60286,9382,5938,75606
E19120,205383,25064,37948,268395
E19121,91696,2986,5913,100595
E19122,65833,5015,846,71694
E19123,93287,5133,2927,101347
E19124,73623,9263,2932,85818
E19125,98599,16597,5061,120257
E19126,112851,11249,4546,128646
E19127,88408,5346,1321,95075
E19128,88398,10172,1508,100078
E19129,80840,8051,2123,91014
E19130,70666,7592,5821,84079
E19131,108495,12580,6948,128023
E19132,127760,22153,5069,154982
E19133,80542,3470,2640,86652
E19134,93230,14423,3880,111533
E19135,214907,24323,31674,270904
E19136,130803,11982,10988,153773
E19137,109016,9820,6098,124934
E19138,168860,24039,15864,208763
E19139,72958,4607,2240,79805
E19140,80600,9447,2867,92914
E19141,96423,7547,534,104504
E19142,116638,13042,16839,146519
E19143,73824,6854,1647,82325
E19144,69667,3585,570,73822
E19145,65513,2925,2289,70727
E19146,113450,13331,8403,135184
E19147,133137,31637,7948,172722
E19148,67863,3832,2232,73927
E19149,100711,8420,4127,113258
E19150,71843,8075,2996,82914
E19151,132354,17241,12065,161660
E19152,84778,6570,3773,95121
E19153,141408,11274,19058,171740
E19154,75647,4178,1335,81160
E19155,170471,11533,8531,190535
E19156,156843,16668,29751,203262
E19157,70590,8469,2526,81585
E19158,138981,16940,12040,167961
E19159,108523,9941,4347,122811
E19160,88649,11201,4055,103905
E19161,101201,8938,3695,113834
E19162,142142,15170,11664,168976
E19163,148085,26351,8120,182556
E19164,71771,16919,3452,92142
E19165,64832,9215,5496,79543
E19166,188263,28481,25410,242154
E19167,106746,5485,17876,130107
E19168,131065,5631,23114,159810
E19169,80177,14644,7486,102307
E19170,103932,24393,416,128741
E19171,59577,13396,2387,75360
E19172,132680,18431,10294,161405
E19173,138380,24697,25935,189012
E19174,122782,6424,9599,138805
E19175,65656,14118,565,80339
E19176,146474,8134,18175,172783
E19177,89900,22130,7963,119993
E19178,97020,5221,6127,108368
E19179,113030,13174,2802,129006
E19180,244274,31179,40243,315696
E19181,86329,5089,3624,95042
E19182,71775,3933,1640,77348
E19183,192678,24479,28343,245500
E19184,113613,18365,3448,135426
E19185,133493,21008,9040,163541
E19186,105033,7351,57,112441
E19187,98029,5702,1480,105211
E19188,205190,19112,10918,235220
E19189,89937,15017,3752,108706
E19190,130211,14288,6954,151453
E19191,54086,1947,2544,58577
E19192,145313,14150,26513,185976
E19193,129136,21745,4708,155589
E19194,102598,9878,19244,131720
E19195,208989,23817,38533,271339
E19196,137859,9458,11411,158728
E19197,111755,6376,3760,121891
E19198,58158,4585,544,63287
E19199,131329,22193,9790,163312
E19200,74328,6721,237,81286
E19201,88567,11145,7860,107572
E19202,77187,8292,3184,88663
E19203,152270,12195,5139,169604
E19204,71235,3897,1567,76699
E19205,84458,10438,3407,98303
E19206,205250,28581,14057,247888
E19207,80726,9655,54,90435
E19208,67851,5941,1027,74819
E19209,107798,6936,20568,135302
E19210,119049,18153,10840,148042
E19211,50094,5940,1088,57122
E19212,81231,11464,3500,96195
E19213,92050,5675,8851,106576
E19214,68806,6288,2430,77524
E19215,136032,9763,12229,158024
E19216,73827,13316,3049,90192
E19217,74079,8592,1330,84001
E19218,67506,4678,228,72412
E19219,112845,12568,7702,133115
E19220,133563,11637,22122,167322
E19221,98494,7993,16312,122799
E19222,154366,18483,7992,180841
E19223,117445,12951,11700,142096
E19224,146844,26253,5513,178610
E19225,107714,10378,3845,121937
E19226,117115,12506,7281,136902
E19227,78973,8415,2193,89581
E19228,49812,5570,1044,56426
E19229,89164,5831,2569,97564
E19230,94838,15498,8675,119011
E19231,82517,3242,1919,87678
E19232,156497,7741,31209,195447
E19233,83842,11709,8038,103589
E19234,110264,16296,8431,134991
E19235,114346,6021,4028,124395
E19236,70404,16965,2554,89923
E19237,143132,12325,25651,181108
E19238,99568,11244,17376,128188
E19239,67659,2674,2434,72767
E19240,86198,7112,3517,96827
E19241,112188,16971,2413,131572
E19242,85522,9236,2129,96887
E19243,115986,3619,5190,124795
E19244,80094,7933,367,88394
E19245,92679,4149,3595,100423
E19246,59402,6540,1994,67936
E19247,80770,5784,600,87154
E19248,77479,3525,1616,82620
E19249,137813,22296,21944,182053
E19250,95015,16673,3441,115129
E19251,176279,15187,27086,218552
E19252,106264,8849,3451,118564
E19253,91858,12680,3571,108109
E19254,98066,20304,648,119018
E19255,139869,17263,27573,184705
E19256,95151,17027,738,112916
E19257,166606,20063,11238,197907
E19258,188862,28712,31408,248982
E19259,111566,6974,5702,124242
E19260,101099,6080,15974,123153
E19261,89490,7371,1003,97864
E19262,58589,5794,530,64913
E19263,115511,3716,429,119656
E19264,149974,12733,5294,168001
E19265,132642,11885,18767,163294
E19266,111002,11783,22185,144970
E19267,99823,22790,6529,129142
E19268,70099,13723,2120,85942
E19269,208509,17637,22603,248749
E19270,78403,16672,147,95222
E19271,72076,16589,2637,91302
E19272,59289,6663,232,66184
E19273,86441,8836,3108,98385
E19274,73162,5148,3052,81362
E19275,120573,15177,4569,140319
E19276,74317,12973,2883,90173
E19277,81189,13890,3703,98782
E19278,74577,5689,2079,82345
E19279,173808,15321,19830,208959
E19280,128890,20811,17107,166808
E19281,80460,2435,3241,86136
E19282,75787,6298,5254,87339
E19283,87749,2842,2475,93066
E19284,106749,11851,11831,130431
E19285,115329,13792,6214,135335
E19286,92557,5253,681,98491
E19287,132420,12256,8074,152750
E19288,184946,15146,27164,227256
E19289,125803,21410,4320,151533
E19290,111015,17058,8252,136325
E19291,61181,4546,1602,67329
E19292,61704,3935,2068,67707
E19293,69801,7792,1840,79433
E19294,77010,8080,1648,86738
E19295,75118,12742,3392,91252
E19296,66978,4600,556,72134
E19297,99785,4940,6279,111004
E19298,101010,8504,18027,127541
E19299,80754,8166,5126,94046
E19300,98600,5844,19537,123981
E19301,113646,27476,9945,151067
E19302,95706,10374,559,106639
E19303,129302,15997,23362,168661
E19304,82995,4886,3221,91102
E19305,92414,7587,4564,104565
E19306,165703,16349,30373,212425
E19307,69166,8932,1236,79334
E19308,87043,9716,2794,99553
E19309,138324,13660,20140,172124
E19310,128743,24656,12269,165668
E19311,129047,23548,4367,156962
E19312,164786,24609,9112,198507
E19313,80370,6472,2335,89177
E19314,125751,29176,2576,157503
E19315,91868,10385,2912,105165
E19316,166150,18222,24440,208812
E19317,97126,3462,11737,112325
E19318,156879,28248,6382,191509
E19319,191401,20919,6727,219047
E19320,93367,10619,3526,107512
E19321,165845,14050,20658,200553
E19322,210372,17224,19622,247218
E19323,142124,22876,6732,171732
E19324,57749,5577,2202,65528
E19325,87030,3826,9242,100098
E19326,78695,13709,4047,96451
E19327,111218,18616,6815,136649
E19328,149048,7730,8795,165573
E19329,94632,19178,7348,121158
E19330,106740,7319,6779,120838
E19331,103723,8346,4596,116665
E19332,101277,10248,2743,114268
E19333,68576,5950,3228,77754
E19334,117187,10478,6117,133782
E19335,69763,5899,3430,79092
E19336,122511,5720,17332,145563
E19337,87881,6162,542,94585
E19338,87886,10483,5714,104083
E19339,183351,20636,4435,208422
E19340,82074,3194,1806,87074
E19341,62223,6278,2094,70595
E19342,92146,12680,2837,107663
E19343,206553,36636,15416,258605
E19344,108901,12592,4151,125644
E19345,128969,6082,11714,146765
E19346,59618,6379,2546,68543
E19347,87055,5166,2674,94895
E19348,88160,4010,11638,103808
E19349,93560,6611,1848,102019
E19350,134810,7504,26131,168445
E19351,201819,26409,28995,257223
E19352,87309,17215,2292,106816
E19353,147443,16267,16402,180112
E19354,166161,22334,11369,199864
E19355,133114,11490,21324,165928
E19356,100940,8626,8832,118398
E19357,130929,22579,6868,160376
E19358,107467,9497,21402,138366
E19359,95764,5739,11569,113072
E19360,81899,3154,143,85196
E19361,80320,5929,1827,88076
E19362,99102,8111,9014,116227
E19363,77470,6203,2813,86486
E19364,180835,14379,9249,204463
E19365,135107,21118,4182,160407
E19366,80454,9348,1423,91225
E19367,64747,5514,1284,71545
E19368,133870,13685,16489,164044
E19369,131234,4013,13515,148762
E19370,142192,19483,7379,169054
E19371,153269,23701,18809,195779
E19372,137735,12527,26149,176411
E19373,228535,28939,29488,286962
E19374,103611,12173,11868,127652
E19375,161003,11993,9206,182202
E19376,155539,35468,4974,195981
E19377,72353,3086,2739,78178
E19378,72855,5149,3492,81496
E19379,104306,6447,11216,121969
E19380,92305,9622,4440,106367
E19381,113654,8740,11278,133672
E19382,165971,26524,15961,208456
E19383,84620,7197,2578,94395
E19384,66061,5231,95,71387
E19385,62561,4430,244,67235
E19386,115342,4510,22718,142570
E19387,89197,11084,3962,104243
E19388,107420,26389,75,133884
E19389,113311,12172,2975,128458
E19390,71764,4639,1901,78304
E19391,94424,15499,3615,113538
E19392,74638,9853,5996,90487
E19393,76695,7693,3391,87779
E19394,134894,10596,2446,147936
E19395,75496,8190,2626,86312
E19396,164945,15197,26184,206326
E19397,116447,11429,14091,141967
E19398,74258,2483,964,77705
E19399,86595,3994,3281,93870
E19400,173112,14310,9976,197398
E19401,80686,3532,333,84551
E19402,94790,20198,555,115543
E19403,121044,12430,5501,138975
E19404,98452,14542,4318,117312
E19405,130796,4414,12774,147984
E19406,77735,5314,378,83427
E19407,137159,18977,7361,163497
E19408,102094,8506,5990,116590
E19409,131218,12254,23923,167395
E19410,99630,6508,4629,110767
E19411,100765,6127,10070,116962
E19412,73929,7946,3554,85429
E19413,95408,5462,2268,103138
E19414,227084,27596,39985,294665
E19415,117758,14232,2415,134405
E19416,225216,31506,14048,270770
E19417,82058,9129,1742,92929
E19418,94252,18963,4868,118083
E19419,81241,8567,1879,91687
E19420,134799,13306,5549,153654
E19421,52025,8529,3435,63989
E19422,105532,9816,3900,119248
E19423,147226,16120,4532,167878
E19424,99281,10979,2714,112974
E19425,57094,5130,676,62900
E19426,84040,6059,15376,105475
E19427,165143,33964,15306,214413
E19428,179156,14453,28074,221683
E19429,69363,4100,579,74042
E19430,145994,23019,28148,197161
E19431,110437,11851,17773,140061
E19432,197880,31664,12939,242483
E19433,132939,20356,8836,162131
E19434,131243,22920,9116,163279
E19435,152079,19533,10246,181858
E19436,73537,8576,1968,84081
E19437,122237,21074,3125,146436
E19438,64436,8481,632,73549
E19439,231730,24222,43994,299946
E19440,93288,8859,3599,105746
E19441,133850,13121,18056,165027
E19442,86412,5767,11902,104081
E19443,95113,10582,4176,109871
E19444,62361,4590,1008,67959
E19445,82335,8492,534,91361
E19446,168371,28319,31870,228560
E19447,61664,8943,4470,75077
E19448,84617,7752,1137,93506
E19449,96591,10004,3442,110037
E19450,93575,12349,8254,114178
E19451,62423,6069,2188,70680
E19452,91886,7144,1281,100311
E19453,141638,11731,11714,165083
E19454,107087,11023,7074,125184
E19455,102175,9222,11271,122668
E19456,146843,23933,13813,184589
E19457,78561,9244,784,88589
E19458,119064,6163,14534,139761
E19459,98905,5993,49,104947
E19460,71429,14296,3014,88739
E19461,107239,5457,3332,116028
E19462,137929,16283,13528,167740
E19463,97607,9001,625,107233
E19464,120942,13764,8516,143222
E19465,116421,9980,15190,141591
E19466,56439,4538,2776,63753
E19467,88146,13840,5072,107058
E19468,90572,13974,2957,107503
E19469,87844,7546,3722,99112
E19470,79014,16971,3534,99519
E19471,77293,3705,398,81396
E19472,75622,7264,3127,86013
E19473,123808,10523,11044,145375
E19474,91220,8812,11926,111958
E19475,105463,8972,7113,121548
